0.0,0.0,0.0,0.0,0.0,0.0,0.0
-56.0,-316.0,16084.0,-4.0,-18.0,5.0,10132.0
-8.0,-396.0,16112.0,-24.0,12.0,15.0,13320.0
4.0,-416.0,16056.0,-4.0,17.0,-30.0,16448.0
16.0,-364.0,16108.0,-18.0,2.0,6.0,19552.0
24.0,-384.0,16016.0,6.0,30.0,6.0,22668.0
0.0,-348.0,16164.0,0.0,-5.0,-16.0,25748.0
0.0,-372.0,16184.0,-1.0,-29.0,12.0,28868.0
16.0,-376.0,15956.0,13.0,33.0,1.0,32020.0
-16.0,-332.0,16040.0,-29.0,20.0,-4.0,35196.0
-44.0,-300.0,16080.0,-6.0,9.0,-2.0,38280.0
-56.0,-316.0,16152.0,-20.0,18.0,-16.0,41508.0
-12.0,-352.0,16028.0,-2.0,-26.0,-3.0,44640.0
-100.0,-380.0,16096.0,-5.0,1.0,5.0,47772.0
-8.0,-348.0,16096.0,-5.0,52.0,-2.0,50856.0
12.0,-400.0,16068.0,21.0,-20.0,21.0,54060.0
-16.0,-392.0,16076.0,11.0,16.0,18.0,57288.0
-24.0,-372.0,15932.0,-23.0,12.0,-2.0,60476.0
36.0,-352.0,16000.0,1.0,21.0,-18.0,63636.0
-28.0,-360.0,16048.0,-16.0,5.0,40.0,66800.0
-16.0,-332.0,16084.0,-16.0,-10.0,-27.0,70024.0
-84.0,-384.0,15968.0,-11.0,38.0,17.0,73244.0
-84.0,-416.0,15984.0,20.0,15.0,45.0,76468.0
-4.0,-352.0,15992.0,-8.0,27.0,-3.0,79564.0
8.0,-336.0,16064.0,-19.0,-19.0,-11.0,82744.0
-8.0,-428.0,16028.0,9.0,-1.0,3.0,85784.0
4.0,-328.0,15940.0,-3.0,11.0,9.0,88868.0
-16.0,-384.0,16028.0,5.0,14.0,-17.0,92048.0
-44.0,-408.0,16080.0,14.0,1.0,5.0,95152.0
-76.0,-388.0,16016.0,22.0,44.0,-10.0,98372.0
-28.0,-340.0,16124.0,-31.0,25.0,12.0,101600.0
-24.0,-324.0,16012.0,-7.0,0.0,-19.0,104768.0
-8.0,-284.0,16128.0,5.0,11.0,7.0,107884.0
-76.0,-364.0,16040.0,0.0,23.0,9.0,111044.0
-8.0,-352.0,16032.0,2.0,13.0,9.0,114172.0
-36.0,-300.0,16068.0,1.0,51.0,12.0,117380.0
-108.0,-380.0,16124.0,1.0,-12.0,3.0,120592.0
-80.0,-428.0,16032.0,2.0,23.0,19.0,123816.0
-36.0,-332.0,16096.0,11.0,50.0,-26.0,127084.0
-88.0,-380.0,16080.0,24.0,0.0,1.0,130240.0
-24.0,-336.0,16144.0,19.0,-1.0,3.0,133400.0
-36.0,-324.0,16012.0,9.0,28.0,-18.0,136612.0
-48.0,-384.0,16100.0,1.0,23.0,0.0,139784.0
-16.0,-408.0,16112.0,4.0,-23.0,11.0,143004.0
-4.0,-384.0,16044.0,6.0,36.0,-21.0,146188.0
52.0,-372.0,15996.0,4.0,11.0,-21.0,149420.0
-72.0,-376.0,16052.0,-21.0,8.0,-1.0,152608.0
-76.0,-380.0,16088.0,17.0,-12.0,-13.0,155884.0
32.0,-368.0,15980.0,-4.0,-2.0,7.0,159012.0
0.0,-396.0,16088.0,10.0,16.0,45.0,162236.0
-16.0,-348.0,16128.0,42.0,22.0,-14.0,165504.0
-20.0,-312.0,16116.0,14.0,17.0,3.0,168712.0
-36.0,-392.0,16068.0,23.0,12.0,1.0,171944.0
-56.0,-436.0,16124.0,16.0,8.0,25.0,175164.0
-48.0,-380.0,15944.0,2.0,35.0,0.0,178324.0
-68.0,-400.0,16016.0,26.0,-5.0,12.0,181540.0
0.0,-400.0,15996.0,-4.0,22.0,19.0,184724.0
-20.0,-320.0,15876.0,24.0,-16.0,-5.0,187948.0
-8.0,-404.0,15924.0,-14.0,7.0,-2.0,191088.0
84.0,-384.0,16024.0,41.0,0.0,7.0,194244.0
-48.0,-332.0,16048.0,-32.0,9.0,26.0,197468.0
52.0,-400.0,16052.0,-7.0,-4.0,10.0,200644.0
4.0,-344.0,16112.0,31.0,27.0,2.0,203816.0
8.0,-352.0,16052.0,-22.0,-34.0,-21.0,207052.0
4.0,-360.0,16024.0,-2.0,46.0,40.0,210224.0
8.0,-360.0,16112.0,1.0,-19.0,14.0,213396.0
-4.0,-360.0,16116.0,-10.0,-1.0,-15.0,216592.0
-96.0,-376.0,16196.0,12.0,-8.0,9.0,219764.0
8.0,-372.0,16116.0,4.0,7.0,7.0,222828.0
28.0,-352.0,16092.0,18.0,5.0,-14.0,226040.0
-52.0,-396.0,16092.0,21.0,-2.0,-16.0,229276.0
8.0,-376.0,16040.0,26.0,11.0,-5.0,232456.0
-60.0,-384.0,16124.0,-27.0,-16.0,20.0,235732.0
-4.0,-336.0,16156.0,13.0,63.0,29.0,238960.0
-4.0,-404.0,16100.0,-8.0,38.0,-24.0,242152.0
-16.0,-388.0,16032.0,2.0,19.0,22.0,245376.0
-36.0,-348.0,15984.0,-4.0,4.0,34.0,248544.0
-28.0,-292.0,16044.0,-16.0,-3.0,13.0,251780.0
-44.0,-404.0,15984.0,11.0,18.0,11.0,255048.0
-36.0,-376.0,16048.0,-22.0,14.0,6.0,258264.0
8.0,-344.0,15996.0,17.0,37.0,11.0,261484.0
-8.0,-324.0,15944.0,-9.0,-9.0,-11.0,264632.0
-16.0,-412.0,16080.0,-17.0,20.0,-7.0,267856.0
0.0,-316.0,16108.0,13.0,13.0,-28.0,271072.0
-44.0,-424.0,15984.0,34.0,3.0,16.0,274296.0
-20.0,-348.0,16032.0,-30.0,0.0,-15.0,277540.0
-8.0,-352.0,16060.0,25.0,-8.0,-9.0,280684.0
-16.0,-336.0,16036.0,31.0,30.0,-26.0,283948.0
