0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,16.0,43.0,850.0,-40.0,-148.0,10752.0
-13.0,44.0,143.0,829.0,-42.0,-217.0,21512.0
54.0,-19.0,91.0,838.0,-23.0,-170.0,32260.0
34.0,80.0,139.0,820.0,-93.0,-173.0,43020.0
-25.0,-23.0,83.0,842.0,11.0,-197.0,53592.0
-45.0,-67.0,15.0,832.0,-71.0,-185.0,64340.0
-45.0,24.0,-28.0,856.0,-16.0,-199.0,75100.0
-57.0,-39.0,59.0,811.0,-93.0,-183.0,85844.0
-17.0,-23.0,39.0,817.0,-59.0,-188.0,107352.0
66.0,0.0,11.0,819.0,-50.0,-227.0,118108.0
26.0,16.0,0.0,816.0,-92.0,-179.0,128852.0
-81.0,-27.0,79.0,847.0,-14.0,-194.0,139612.0
-13.0,-59.0,-76.0,827.0,-119.0,-156.0,150584.0
-9.0,52.0,15.0,826.0,15.0,-162.0,161148.0
14.0,24.0,-4.0,835.0,-13.0,-162.0,171900.0
-5.0,-67.0,47.0,842.0,-12.0,-162.0,182656.0
-37.0,24.0,-8.0,866.0,-44.0,-150.0,193412.0
-53.0,4.0,99.0,842.0,-7.0,-174.0,203948.0
2.0,4.0,23.0,824.0,-40.0,-170.0,214704.0
-13.0,0.0,-8.0,834.0,-68.0,-177.0,225468.0
-45.0,-27.0,-48.0,845.0,-16.0,-183.0,236216.0
-65.0,52.0,-112.0,808.0,-55.0,-147.0,246980.0
-65.0,-59.0,7.0,812.0,-10.0,-196.0,257728.0
2.0,-67.0,-120.0,821.0,-14.0,-179.0,268492.0
-25.0,-71.0,0.0,820.0,-83.0,-168.0,279244.0
-45.0,-55.0,71.0,845.0,-57.0,-157.0,290008.0
-37.0,-27.0,155.0,835.0,-62.0,-173.0,300752.0
22.0,-47.0,47.0,824.0,-32.0,-196.0,311516.0
6.0,-59.0,-4.0,829.0,-55.0,-184.0,322264.0
-5.0,-7.0,0.0,832.0,-82.0,-165.0,333024.0
26.0,36.0,51.0,844.0,-68.0,-189.0,343772.0
2.0,-11.0,63.0,824.0,-84.0,-182.0,354536.0
42.0,44.0,-4.0,834.0,17.0,-168.0,365104.0
-21.0,-31.0,91.0,857.0,-75.0,-153.0,375864.0
-21.0,-67.0,67.0,834.0,-33.0,-149.0,386608.0
-49.0,-35.0,-4.0,842.0,-37.0,-169.0,397368.0
-25.0,-35.0,47.0,829.0,-31.0,-172.0,408120.0
-33.0,-11.0,183.0,826.0,-52.0,-169.0,418880.0
-13.0,-55.0,63.0,823.0,-34.0,-215.0,429632.0
-1.0,40.0,7.0,843.0,-44.0,-173.0,440392.0
-13.0,60.0,-8.0,832.0,-39.0,-162.0,451140.0
62.0,64.0,-16.0,850.0,-40.0,-155.0,461904.0
18.0,-75.0,67.0,829.0,-107.0,-178.0,472872.0
-17.0,-75.0,131.0,806.0,-3.0,-196.0,483408.0
2.0,68.0,179.0,782.0,-61.0,-230.0,494156.0
10.0,0.0,3.0,857.0,-23.0,-175.0,504920.0
-5.0,-27.0,-4.0,800.0,-18.0,-176.0,515668.0
-1.0,-15.0,-20.0,817.0,-50.0,-214.0,526432.0
18.0,52.0,71.0,810.0,-43.0,-164.0,537184.0
26.0,-7.0,79.0,842.0,-67.0,-188.0,547944.0
-53.0,4.0,83.0,815.0,-30.0,-187.0,558696.0
22.0,-7.0,79.0,814.0,-62.0,-137.0,569460.0
2.0,-23.0,-28.0,830.0,-61.0,-191.0,580208.0
-13.0,-31.0,-80.0,866.0,-40.0,-191.0,590972.0
-37.0,-63.0,115.0,835.0,-39.0,-134.0,601724.0
-29.0,-51.0,79.0,843.0,-2.0,-190.0,612260.0
10.0,-7.0,11.0,824.0,-85.0,-191.0,623016.0
38.0,-19.0,0.0,817.0,-22.0,-159.0,633772.0
-5.0,0.0,-12.0,851.0,-44.0,-183.0,644516.0
18.0,-7.0,23.0,831.0,-15.0,-202.0,655276.0
-13.0,8.0,111.0,791.0,-80.0,-154.0,666028.0
-1.0,4.0,-36.0,829.0,-41.0,-183.0,676788.0
54.0,40.0,51.0,819.0,-67.0,-204.0,687540.0
-37.0,60.0,3.0,834.0,-52.0,-154.0,698304.0
-9.0,-43.0,59.0,826.0,19.0,-200.0,708868.0
-29.0,-23.0,99.0,818.0,-67.0,-149.0,719616.0
-49.0,-55.0,139.0,820.0,-13.0,-144.0,730368.0
-1.0,-3.0,-12.0,835.0,-96.0,-171.0,741116.0
-5.0,-79.0,11.0,823.0,-16.0,-186.0,751872.0
-37.0,0.0,11.0,839.0,-54.0,-196.0,762620.0
34.0,28.0,79.0,806.0,-70.0,-176.0,773372.0
18.0,52.0,-20.0,829.0,-63.0,-191.0,784120.0
-17.0,-79.0,35.0,840.0,-28.0,-186.0,794876.0
-13.0,44.0,87.0,846.0,-37.0,-183.0,805624.0
18.0,20.0,47.0,828.0,-76.0,-177.0,816380.0
-49.0,-7.0,11.0,818.0,-21.0,-184.0,827128.0
-21.0,-31.0,31.0,863.0,-59.0,-181.0,837884.0
-9.0,-15.0,19.0,872.0,4.0,-182.0,848232.0
-9.0,32.0,75.0,832.0,-59.0,-180.0,858976.0
-9.0,-35.0,67.0,814.0,-65.0,-171.0,869728.0
42.0,-3.0,31.0,823.0,-97.0,-194.0,880476.0
-1.0,-23.0,79.0,814.0,-26.0,-186.0,891232.0
2.0,-3.0,111.0,838.0,-61.0,-173.0,901984.0
-69.0,8.0,87.0,821.0,-26.0,-168.0,912740.0
-29.0,-39.0,23.0,847.0,-35.0,-179.0,923488.0
-33.0,-31.0,35.0,847.0,-27.0,-163.0,934240.0
-25.0,56.0,-8.0,834.0,-21.0,-171.0,944988.0
42.0,-15.0,23.0,828.0,-64.0,-193.0,955740.0
-49.0,-27.0,23.0,834.0,-27.0,-181.0,966488.0
-5.0,-15.0,-60.0,817.0,-36.0,-158.0,977244.0
-29.0,72.0,79.0,829.0,-15.0,-163.0,987988.0
6.0,28.0,39.0,821.0,-62.0,-201.0,998748.0
-17.0,-23.0,63.0,809.0,17.0,-188.0,1009320.0
-17.0,56.0,11.0,828.0,-57.0,-191.0,1020076.0
22.0,20.0,47.0,827.0,-47.0,-178.0,1030832.0
6.0,12.0,35.0,822.0,-68.0,-185.0,1041596.0
-5.0,-19.0,-8.0,780.0,-83.0,-186.0,1052344.0
26.0,-3.0,39.0,835.0,4.0,-190.0,1062704.0
-9.0,0.0,23.0,812.0,-89.0,-149.0,1073456.0
-5.0,-39.0,-68.0,835.0,-21.0,-182.0,1084204.0
-25.0,4.0,-20.0,847.0,-93.0,-152.0,1094956.0
6.0,0.0,-4.0,816.0,-2.0,-183.0,1105484.0
-17.0,12.0,19.0,813.0,-68.0,-155.0,1116252.0
-45.0,-7.0,47.0,793.0,-60.0,-157.0,1127004.0
-1.0,40.0,-72.0,846.0,-19.0,-194.0,1137764.0
22.0,-67.0,11.0,832.0,-84.0,-200.0,1148516.0
-1.0,-15.0,0.0,868.0,4.0,-168.0,1158872.0
26.0,-39.0,-24.0,818.0,-54.0,-174.0,1169628.0
18.0,-31.0,75.0,827.0,-52.0,-172.0,1180376.0
18.0,12.0,107.0,833.0,-43.0,-178.0,1191132.0
14.0,-55.0,-112.0,794.0,-12.0,-179.0,1201880.0
-13.0,-75.0,39.0,793.0,-70.0,-165.0,1212644.0
34.0,-27.0,-104.0,838.0,-56.0,-191.0,1223392.0
-1.0,40.0,-32.0,845.0,-51.0,-181.0,1234156.0
-25.0,-7.0,0.0,809.0,-75.0,-165.0,1244900.0
-9.0,-31.0,75.0,816.0,-42.0,-175.0,1255660.0
