0.106,0.028008460998535156
0.106,0.06351522841299091
0.106,0.09771808461834022
0.106,0.13115776295198542
0.106,0.16559450778343338
0.106,0.20019123148145845
0.106,0.23462487687137806
0.106,0.2690620985399842
0.106,0.30452881163315093
0.106,0.33899440511267015
0.106,0.3731300272787128
0.106,0.3955840927430953
0.106,0.4271133230023997
0.106,0.46256596939939937
0.106,0.4979749851964235
0.106,0.5313109514481595
0.106,0.5650054992428644
0.106,0.6004710202431355
0.106,0.6356153914173569
0.106,0.6693163765136974
0.106,0.7046037988353797
0.106,0.7381920119438052
0.106,0.7736639702457121
0.106,0.8070683626296503
0.106,0.8413489432917867
0.106,0.8776954209418382
0.106,0.9109877565935985
0.106,0.9436644954741188
0.106,0.9771013127848148
0.106,1.0115444949178984
0.106,1.0461319202913386
0.106,1.0823062597272788
0.106,1.1158591868859973
0.106,1.1523034161534802
0.106,1.172760487599308
0.106,1.1893237068112492
0.106,1.2235363381783417
0.106,1.2580396017933588
0.106,1.27948825610967
0.106,1.3109204500072802
0.106,1.3453724536277907
0.106,1.3817942715488383
0.106,1.4144004385299445
0.106,1.4498640521815827
0.106,1.4830014157569271
0.106,1.5195488802691612
0.106,1.5568940933470692
0.106,1.5883298635233656
0.106,1.6228715125296183
0.106,1.6573015816408514
0.106,1.692733008784311
0.106,1.7261972442316038
0.106,1.7597675759465965
0.106,1.7962067984239185
0.106,1.829640039455928
0.106,1.8650788575753399
0.106,1.8985171053975105
0.106,1.9369735874726106
0.106,1.970234928709088
0.106,2.0026804015678796
0.106,2.036779784109899
0.106,2.071548169184877
0.106,2.1039855358119794
0.106,2.12558558592602
0.106,2.1610224966967992
0.106,2.1934586712310056
0.106,2.228899158280471
0.106,2.262356241170391
0.106,2.2975969334505693
0.106,2.3322098696119733
0.106,2.366490927111268
0.106,2.4009403081274083
0.106,2.4363676821550233
0.106,2.471839402038351
0.106,2.506396548252245
0.106,2.5408497439656514
0.106,2.5760007908600873
0.106,2.609713696885383
0.106,2.6440128741966893
0.106,2.679441678735779
0.106,2.7149086302475247
0.106,2.7493749389827813
0.106,2.7828401281043904
0.106,2.819308914485521
0.106,2.8547746739043713
0.106,2.890242102253275
0.106,2.9257085769278626
0.106,2.9611752900210293
0.106,2.996642241532775
0.106,3.032109193044521
0.106,3.067576621393425
0.106,3.1020426917101025
0.106,3.1375094048032692
0.106,3.1729775484079106
0.106,3.2074429034688503
0.106,3.2439102593385063
0.106,3.279376734013094
0.106,3.314844162361998
0.106,3.350311352292323
0.106,3.384776945771842
0.106,3.4192427776699406
0.106,3.4547099676002655
0.106,3.4899961978290523
0.106,3.5244622681457294
0.106,3.5599296964946334
0.106,3.59435881193155
0.106,3.6284069344790626
0.106,3.6627030123488407
0.106,3.696284072899893
0.106,3.7327223417028987
0.106,3.7661629737108604
0.106,3.7896188740446277
0.106,3.8186556764780044
0.106,3.854316939131718
0.106,3.8879103974488833
0.106,3.924353434623471
0.106,3.9574295246239863
0.106,3.9910689977269187
0.106,4.026507339009172
0.106,4.06296897283293
0.106,4.093380735211985
0.106,4.129822818712256
0.106,4.161412845709232
0.106,4.1965657999523005
0.106,4.230287527465023
0.106,4.264455336139244
0.106,4.298164665885854
0.106,4.332601410717301
0.106,4.368049765579878
0.106,4.401334710255686
0.106,4.435774316110082
0.04229999999999999,4.472198756635501
-0.021400000000000016,4.492794349275786
-0.08510000000000002,4.526265022024715
-0.14880000000000004,4.560512700922935
-0.27620000000000006,4.594826660186146
-0.40360000000000007,4.628388885669449
-0.531,4.6629806025773135
-0.6584000000000001,4.697428553081979
-0.7858000000000002,4.731855045914525
-0.9769000000000002,4.766021662495851
-1.168,4.801488614007597
-1.3591,4.835170048780451
-1.6139000000000001,4.857616246431723
-1.8687,4.888894660345813
-2.1235000000000004,4.911327029719497
-2.3783000000000003,4.942767091430218
-2.6331,4.9773588083380815
-2.9516000000000004,5.012644800148289
-3.2701000000000007,5.035104349239991
-3.5249000000000006,5.06652104592996
-3.8434000000000004,5.099985758214411
-4.0982,5.134446344903768
-4.353000000000001,5.1689059779188105
-4.671500000000001,5.203133152819228
-4.9263,5.237863629340129
