0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,-468.0,16100.0,5.0,-25.0,3.0,10128.0
-24.0,-348.0,16052.0,21.0,30.0,7.0,13296.0
8.0,-372.0,16092.0,33.0,9.0,5.0,16352.0
-8.0,-348.0,16076.0,12.0,4.0,-9.0,19436.0
-16.0,-340.0,16052.0,-1.0,12.0,28.0,22608.0
-28.0,-296.0,16148.0,-2.0,41.0,-37.0,25776.0
28.0,-388.0,16080.0,30.0,17.0,28.0,28964.0
24.0,-296.0,16044.0,52.0,7.0,9.0,32076.0
-68.0,-356.0,16096.0,29.0,25.0,7.0,35244.0
4.0,-272.0,16100.0,-20.0,43.0,27.0,38408.0
-12.0,-320.0,16052.0,6.0,13.0,23.0,41588.0
-64.0,-364.0,15984.0,22.0,32.0,-19.0,44808.0
-64.0,-324.0,16124.0,19.0,11.0,-2.0,47988.0
-36.0,-320.0,16000.0,-16.0,20.0,1.0,51148.0
-64.0,-328.0,16084.0,-7.0,22.0,18.0,54320.0
-48.0,-304.0,16076.0,21.0,31.0,19.0,57520.0
-8.0,-368.0,16052.0,41.0,-8.0,9.0,60608.0
-40.0,-416.0,15984.0,-21.0,5.0,-31.0,63776.0
-64.0,-332.0,15908.0,24.0,27.0,-14.0,66996.0
-28.0,-280.0,16112.0,33.0,12.0,17.0,70216.0
-52.0,-364.0,15996.0,-16.0,21.0,11.0,73444.0
4.0,-392.0,16068.0,0.0,34.0,-8.0,76520.0
-4.0,-464.0,16008.0,-1.0,-20.0,-41.0,79684.0
-24.0,-528.0,15952.0,4.0,23.0,13.0,82856.0
12.0,-376.0,16000.0,20.0,10.0,21.0,86060.0
-36.0,-404.0,15980.0,22.0,-6.0,0.0,89188.0
-4.0,-308.0,15988.0,-2.0,18.0,2.0,92280.0
-4.0,-304.0,15952.0,-12.0,6.0,23.0,95408.0
-20.0,-368.0,16056.0,-5.0,19.0,8.0,98528.0
56.0,-356.0,16100.0,42.0,-4.0,4.0,101652.0
